SUBST�NCIA;PF 17% ALC;PF 17;TIPO DE PRODUTO;COMERCIALIZA��O 2019
"MALEATO ÁCIDO DE TIMOLOL;BIMATOPROSTA";87,58;87,58;Novo;Sim
HICLATO DE DOXICICLINA;50,91;58,49;Similar;Não
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";87,18;87,18;Genérico;Não
ADALIMUMABE;8175,84;8175,84;Biológicos;Sim
CARVEDILOL;28,66;28,66;Similar;Não
"SENNA ALEXANDRINA MILL.;CASSIA FISTULA";186,47;214,20;Fitoterápico;Sim
ALFANONACOGUE;1589,04;1589,04;Biológico;Sim
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";96,40;96,40;Similar;Não
CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;52,05;52,05;Similar;Não
ACEBROFILINA;13,04;13,04;Similar;Não
LANSOPRAZOL;25,78;25,78;Similar;Sim
CLORETO DE SÓDIO;602,01;602,01;Similar;Não
ÁCIDO ZOLEDRÔNICO;;;Genérico;Não
GLIBENCLAMIDA;;;Genérico;Sim
GLICOSE;163,02;163,02;Similar;Não
"PERTACTINA;TOXÓIDE DIFTÉRICO;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE PERTUSSIS;TOXÓIDE TETÂNICO";118,45;118,45;-(*);Não
ACETATO DE MEDROXIPROGESTERONA;33,58;33,58;Novo;Sim
IMUNOGLOBULINA ANTITETÂNICA;49,33;49,33;Biológico;Sim
COLECALCIFEROL;18,41;21,14;Específico;Não
"FUROSEMIDA;CLORETO DE POTÁSSIO";67,67;77,74;Similar;Sim
VALERATO DE BETAMETASONA;13,92;15,99;Genérico;Não
MALEATO DE DEXCLORFENIRAMINA;170,37;195,71;Genérico;Sim
ANASTROZOL;4589,05;4589,05;Similar;Não
LOXOPROFENO SÓDICO DIIDRATADO;21,69;21,69;Novo;Sim
GABAPENTINA;93,88;93,88;Similar;Não
DIPROPIONATO DE BECLOMETASONA;57,66;57,66;Novo;Sim
PARACETAMOL;9,53;10,95;Genérico;Não
DEFLAZACORTE;52,20;52,20;Novo;Sim
"CLORANFENICOL;COLAGENASE";2083,71;2393,63;Novo;Sim
CIMETIDINA;19,07;19,07;Genérico;Não
DICLOFENACO COLESTIRAMINA;12,28;12,28;Genérico;Não
CLORIDRATO DE SERTRALINA;51,75;51,75;Genérico;Não
BROMAZEPAM;20,80;20,80;Genérico;Sim
ALFAEPOETINA;2423,07;2423,07;Similar;Sim
RISEDRONATO SÓDICO;70,52;70,52;Novo;Não
MONTELUCASTE DE SÓDIO;31,41;31,41;Similar;Sim
GLICLAZIDA;109,81;109,81;Similar;Não
OLANZAPINA;142,11;142,11;Similar;Não
BETAMETASONA;14,96;17,19;Similar;Sim
PITAVASTATINA CÁLCICA;233,67;268,42;Similar;Não
BROMETO DE IPRATRÓPIO;11,13;11,13;Genérico;Sim
CEFTRIAXONA SÓDICA;24,47;24,47;Similar;Sim
SACCHAROMYCES BOULARDII;25,73;29,56;Biológico;Sim
CLORIDRATO DE FENOXAZOLINA;7,49;8,60;Similar;Não
BENZOATO DE BENZILA;5,88;6,76;Similar;Não
"IBUPROFENO;ARGININA";16,99;19,51;Novo;Sim
BROMIDRATO DE CITALOPRAM;131,46;131,46;Genérico;Não
LAMOTRIGINA;4019,29;4019,29;Genérico;Não
HEMIFUMARATO DE QUETIAPINA;3876,14;3876,14;Genérico;Não
CLORETO DE BENZALCÔNIO;7,18;8,24;Similar;Sim
CARBONATO DE LÍTIO;18,33;18,33;Genérico;Sim
"GLICINATO DE ALUMÍNIO;ÁCIDO ACETILSALICÍLICO;CARBONATO DE MAGNÉSIO";15,53;17,84;Similar;Sim
LISADOS BACTERIANOS (STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS PYOGENES, STREPTOCOCCUS MITIS, STREPTOCOCCUS PNEUMONIAE,KLEBSIELLA PNEUMONIAE, BRANHAMELLA CATARRHALIS, HAEMOPHILUS INFLUENZAE);60,17;69,11;Similar;Sim
DIPIRONA;21,27;24,43;Similar;Sim
CLORETO DE SÓDIO;201,96;201,96;Específico;Sim
LEVOFLOXACINO HEMI-HIDRATADO;219,96;219,96;Similar;Sim
SULFATO FERROSO;9,32;10,70;Específico;Sim
LOXOPROFENO SÓDICO DIIDRATADO;41,17;41,17;Novo;Sim
CITALOPRAM;98,25;98,25;Similar;Sim
CLORIDRATO DE ZIPRASIDONA;347,82;347,82;Novo;Não
TOPIRAMATO;25,80;25,80;Similar;Não
GLICOSE;8,63;8,63;Específico;Não
"DIOSMINA;FLAVONÓIDES EXPRESSOS EM HESPERIDINA";79,63;91,47;Específico;Sim
SECNIDAZOL;16,72;19,20;Similar;Sim
MELOXICAM;36,19;36,19;Similar;Sim
MONTELUCASTE DE SÓDIO;101,45;101,45;Similar;Não
OLANZAPINA;;;Genérico;Não
"ETINILESTRADIOL;DROSPIRENONA";60,59;60,59;Novo;Sim
"CLAVULANATO DE POTÁSSIO;AMOXICILINA TRI-HIDRATADA";93,27;93,27;Genérico;Sim
CLORIDRATO DE GENCITABINA;176,33;176,33;Similar;Não
PREDNISONA;746,00;746,00;Genérico;Sim
LEVETIRACETAM;35,32;40,57;Similar;Não
"ION CITRATO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO";85,21;97,88;Específico;Não
CLORETO DE SÓDIO;12,44;14,29;Específico;Sim
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO;30,60;35,16;Similar;Sim
CLORIDRATO DE DULOXETINA;17,71;17,71;Similar;Não
INSULINA LISPRO;92,43;92,43;Novo;Sim
MIRTAZAPINA;806,26;806,26;Genérico;Não
PICOSSULFATO DE SÓDIO;10,73;12,32;Similar;Sim
ENOXAPARINA SÓDICA;137,90;137,90;Biológico;Sim
CLORIDRATO DE IMIPRAMINA;88,36;88,36;Novo;Não
BUPRENORFINA;277,64;318,93;Novo;Sim
TOPIRAMATO;28,16;28,16;Similar;Sim
ÁCIDO FÓLICO;7,39;8,49;Específico;Sim
CLORIDRATO DE CICLOBENZAPRINA;19,89;22,85;Genérico;Sim
CLORIDRATO DE AMBROXOL;44,60;51,23;Similar;Sim
PARACETAMOL;128,60;147,73;Similar;Sim
GLICOSE;234,12;234,12;Específico;Sim
TIANEPTINA;80,23;80,23;Novo;Sim
"CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA";103,92;103,92;Novo;Não
"CLORETO DE CÁLCIO;CLORETO DE POTÁSSIO;GLICOSE;CLORETO DE SÓDIO;ÁCIDO ACÉTICO;CLORETO DE MAGNÉSIO";;;Similar;Sim
"PARACETAMOL;FOSFATO DE CODEÍNA";16,36;18,80;Novo;Sim
COLCHICINA;35,78;35,78;Genérico;Não
CLORIDRATO DE TETRACICLINA;9,54;9,54;Similar;Sim
"CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;NITRATO DE TIAMINA";139,30;139,30;Específico;Não
IBUPROFENO;208,40;208,40;Similar;Não
CRIZOTINIBE;27477,93;31564,82;Novo;Sim
CLORIDRATO DE FINGOLIMODE;4145,89;4762,52;Genérico;Sim
CLORETO DE SÓDIO;158,71;158,71;Específico;Sim
ESTREPTOQUINASE;1124,82;1124,82;Novo;Não
FUROATO DE MOMETASONA;39,14;44,96;Novo;Sim
"DEXTRANA;HIPROMELOSE";13,79;15,84;Similar;Não
"CLORETO DE CÁLCIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE MAGNÉSIO";;;Específico;Não
BESILATO DE ANLODIPINO;15,80;15,80;Novo;Não
CLORIDRATO DE SIBUTRAMINA;32,80;37,68;Similar;Sim
HEMIFUMARATO DE QUETIAPINA;43,98;43,98;Similar;Não
CLORIDRATO DE METFORMINA;16,84;16,84;Genérico;Sim
COLECALCIFEROL;32,84;37,73;Específico;Não
DIVALPROATO DE SÓDIO;50,39;50,39;Novo;Sim
"CLORIDRATO DE PROMETAZINA;DIPIRONA;CLORIDRATO DE ADIFENINA";18,04;20,72;Similar;Sim
ACEBROFILINA;25,05;25,05;Genérico;Sim
GLIBENCLAMIDA;8,46;8,46;Genérico;Sim
DESLORATADINA;40,04;45,99;Similar;Sim
MALEATO DE ENALAPRIL;16,84;16,84;Similar;Sim
AESCULUS HIPPOCASTANUM L.;27,43;31,51;Fitoterápico;Sim
"TINIDAZOL;TIOCONAZOL";32,98;37,89;Genérico;Sim
CLORIDRATO DE AMBROXOL;8,66;9,95;Similar;Sim
DEXPANTENOL;28,84;33,13;Novo;Sim
OLANZAPINA;55,20;55,20;Genérico;Não
PAMIDRONATO DISSÓDICO;6383,82;6383,82;Similar;Sim
MIRTAZAPINA;125,18;125,18;Similar;Sim
"CLIOQUINOL;SULFATO DE GENTAMICINA;TOLNAFTATO;VALERATO DE BETAMETASONA";18,46;21,21;Genérico;Não
LOSARTANA POTÁSSICA;34,59;34,59;Genérico;Sim
COLECALCIFEROL;49,03;56,32;Específico;Sim
ACETATO DE PREDNISOLONA;16,06;18,45;Similar;Sim
CLORIDRATO DE PAROXETINA;134,29;134,29;Genérico;Sim
TADALAFILA;172,25;172,25;Novo;Sim
OLANZAPINA;1393,70;1393,70;Genérico;Não
"SINVASTATINA;EZETIMIBA";133,70;133,70;Genérico;Não
GLIBENCLAMIDA;8,55;8,55;Genérico;Sim
DICLORIDRATO DE PRAMIPEXOL;210,45;210,45;Similar;Não
CLORIDRATO DE PIOGLITAZONA;57,53;57,53;Genérico;Não
MONTELUCASTE DE SÓDIO;123,42;123,42;Similar;Não
CLORETO DE SÓDIO;26,58;30,53;Específico;Não
CEFTRIAXONA DISSÓDICA HEMIEPTAIDRATADA;25,93;25,93;Similar;Não
ÁCIDO ACETILSALICÍLICO;62,63;71,94;Similar;Sim
"EPINEFRINA;CLORIDRATO DE ARTICAÍNA";122,63;122,63;Similar;Sim
"PARACETAMOL;FOSFATO DE CODEÍNA";42,87;49,24;Genérico;Não
IMUNOGLOBULINA HUMANA ;630,02;630,02;Biológico;Não
MESILATO DE DOXAZOSINA;118,86;118,86;Genérico;Não
CLORIDRATO DE CIPROFLOXACINO ;43,73;43,73;Similar;Sim
GLICLAZIDA;71,39;71,39;Genérico;Sim
"MEGLUMINA;ÁCIDO IOXITALÂMICO";921,65;921,65;Similar;Sim
"HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA";33,99;33,99;Novo;Não
BROMETO DE IPRATRÓPIO;1116,79;1116,79;Genérico;Sim
SULFATO DE TOBRAMICINA;678,04;678,04;Novo;Não
CLORIDRATO DE PROMETAZINA;58,00;66,63;Similar;Não
CLORIDRATO DE METFORMINA;12,18;12,18;Genérico;Sim
LOSARTANA POTÁSSICA;33,81;33,81;Genérico;Não
MALEATO DE ENALAPRIL;17,35;17,35;Similar;Sim
GLIMEPIRIDA;20,87;20,87;Genérico;Sim
CLORIDRATO DE TRAMADOL;70,49;70,49;Similar;Sim
CLORIDRATO DE FLUOXETINA;172,12;172,12;Genérico;Sim
CLORIDRATO DE PROPRANOLOL;;;Similar;Não
SUCCINATO DE METOPROLOL;37,46;37,46;Novo;Não
CLORIDRATO DE BETAXOLOL;20,59;20,59;Similar;Sim
ACETATO DE TERLIPRESSINA;294,20;294,20;Novo;Sim
NITRENDIPINO;38,69;38,69;Genérico;Sim
"CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;FLUOCINOLONA ACETONIDA";8,48;8,48;Genérico;Sim
PACLITAXEL;663,53;663,53;Similar;Não
"RACEALFATOCOFEROL;BETACAROTENO;CITRATO CÚPRICO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO";60,85;69,91;Similar;Não
DESONIDA;10,31;11,84;Novo;Sim
SACARATO DE HIDRÓXIDO FÉRRICO;28,60;28,60;Específico;Não
LORNOXICAM;18,33;18,33;Novo;Sim
"DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA";12,85;14,77;Novo;Sim
VIGABATRINA;249,67;249,67;Novo;Não
MONTELUCASTE DE SÓDIO;75,34;75,34;Similar;Sim
CLORIDRATO DE BETAISTINA;11,88;13,64;Similar;Não
CAPTOPRIL;9,01;9,01;Genérico;Não
METILDOPA SESQUIIDRATADO;255,82;255,82;Similar;Não
ALFAEFTRENONACOGUE;14886,55;14886,55;Biológico;Não
SULFATO DE HIDROXICLOROQUINA;36,29;36,29;Genérico;Não
ENOXAPARINA SÓDICA;48,47;48,47;Novo;Não
"SULFATO DE NEOMICINA;CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";6,94;7,97;Genérico;Não
CLORIDRATO DE LORCASSERINA HEMI-HIDRATADO;297,27;341,48;Novo;Não
MALEATO DE TRIMEBUTINA;30,28;34,79;Genérico;Não
METILDOPA SESQUIIDRATADO;15,99;15,99;Genérico;Não
CLORIDRATO DE SEVELAMER;635,75;635,75;Genérico;Não
"CLORIDRATO DE BENAZEPRIL;BESILATO DE ANLODIPINO";45,01;45,01;Similar;Não
"BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA";13,62;15,64;Similar;Sim
FLUMAZENIL;1007,76;1007,76;Novo;Não
BRIVARACETAM;593,31;681,55;Novo;Não
"CLORIDRATO DE TETRACICLINA;ANFOTERICINA B";28,15;32,34;Genérico;Sim
CYNARA SCOLYMUS L.;14,71;16,89;Fitoterápico;Não
"SIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";19,23;22,09;Similar;Sim
SUCCINATO SÓDICO DE METILPREDNISOLONA;683,73;683,73;Similar;Não
INSULINA GLARGINA;32,83;32,83;Biológico;Não
CETOPROFENO;27,70;27,70;Genérico;Sim
PERMETRINA;376,00;431,92;Similar;Não
"CLORETO DE CÁLCIO;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;ÁCIDO ACÉTICO;CLORETO DE MAGNÉSIO";;;Específico;Sim
LISINOPRIL;67,70;67,70;Genérico;Não
CLONIXINATO DE LISINA;6,45;7,41;Novo;Não
CLORIDRATO DE LEVOBUNOLOL;37,66;37,66;Similar;Não
ÁCIDO ASCÓRBICO;65,76;65,76;Específico;Sim
BESILATO DE ATRACÚRIO;208,45;208,45;Novo;Não
CLORIDRATO DE PROPRANOLOL;99,33;99,33;Genérico;Sim
CAPTOPRIL;450,45;450,45;Genérico;Não
GLIBENCLAMIDA;8,17;8,17;Genérico;Sim
CLORIDRATO DE LEVOBUNOLOL;40,18;40,18;Novo;Não
CLORIDRATO DE BETAISTINA;30,73;35,30;Genérico;Não
ALFAESTRADIOL;115,35;132,51;Similar;Não
ÁCIDO FÓLICO;11,04;12,68;Específico;Sim
CANDESARTANA CILEXETILA;130,71;130,71;Novo;Não
BORTEZOMIBE;3573,40;3573,40;Similar;Sim
"CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO;DIPIRONA";125,94;144,67;Similar;Sim
GLIMEPIRIDA;8,61;8,61;Similar;Não
COMPLEXO PROTROMBÍNICO HUMANO LIOFILIZADO;3700,99;3700,99;Biológico;Não
ORLIPASTAT;132,61;152,33;Similar;Sim
FENOBARBITAL;44,61;44,61;Genérico;Sim
"LEVOMENTOL;SALICILATO DE METILA;CÂNFORA";6,56;7,54;Específico;Não
PREDNISOLONA;2,31;2,31;Genérico;Não
BISSULFATO DE CLOPIDOGREL;79,83;79,83;Genérico;Sim
METIMAZOL;20,84;20,84;Similar;Sim
LOSARTANA POTÁSSICA;173,27;173,27;Genérico;Não
PAMIDRONATO DISSÓDICO;910,04;910,04;Genérico;Sim
CLORIDRATO DE LOPERAMIDA;5,35;6,14;Similar;Não
DIVALPROATO DE SÓDIO;26,52;26,52;Genérico;Não
CITRATO DE SILDENAFILA;214,35;246,23;Genérico;Não
"DEXTRANA;HIPROMELOSE";11,63;13,36;Similar;Sim
"HESPERIDINA;DIOSMINA";13,83;15,89;Específico;Sim
IBUPROFENO;19,77;19,77;Similar;Sim
CETOCONAZOL;16,32;18,75;Similar;Sim
CLORIDRATO DE CEFEPIMA;58,71;58,71;Genérico;Não
CLORIDRATO DE TETRACICLINA;82,84;82,84;Similar;Sim
CLORIDRATO DE VENLAFAXINA;149,49;149,49;Similar;Não
CLORIDRATO DE TRAZODONA;44,08;44,08;Genérico;Sim
"POLIACRILAMIDOMETIL BENZILIDENO CÂNFORA;MENTOL CRISTAL;SALICILATO DE METILA";7,45;8,56;Similar;Sim
IBUPROFENO;10,03;11,52;Genérico;Sim
CLORIDRATO DE MEMANTINA;311,30;311,30;Genérico;Não
MONTELUCASTE DE SÓDIO;40,78;40,78;Similar;Sim
PACLITAXEL;18838,01;18838,01;Similar;Não
CLORIDRATO DE AMBROXOL;13,46;15,46;Genérico;Sim
GADOTERIDOL;91,59;91,59;Novo;Sim
ENOXAPARINA SÓDICA;192,31;192,31;Novo;Não
DIAZEPAM;6,19;6,19;Similar;Não
ACICLOVIR;48,57;48,57;Genérico;Sim
"VALSARTANA;HIDROCLOROTIAZIDA";57,23;57,23;Genérico;Não
"CARBONATO DE CÁLCIO;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";11,54;13,26;Específico;Sim
CLORIDRATO DE NORTRIPTILINA;66,53;66,53;Novo;Sim
BESILATO DE ANLODIPINO;177,60;177,60;Novo;Não
NITRATO DE MICONAZOL;23,67;27,19;Similar;Não
ACEBROFILINA;19,60;19,60;Similar;Sim
BRIVARACETAM;98,88;113,59;Novo;Não
INSULINA DEGLUDECA;542,64;623,35;Biológico;Sim
"CLORIDRATO DE AMILORIDA;HIDROCLOROTIAZIDA";7,25;7,25;Genérico;Sim
CARVEDILOL;35,83;35,83;Genérico;Não
ANASTROZOL;1599,93;1599,93;Similar;Não
CLORIDRATO DE EPIRRUBICINA;374,67;374,67;Similar;Não
"PARACETAMOL;CAFEÍNA ANIDRA;PROPIFENAZONA";83,33;95,72;Novo;Não
IBUPROFENO;89,57;102,89;Similar;Sim
DICLORIDRATO DE TRIMETAZIDINA;90,47;90,47;Genérico;Não
RISPERIDONA;45,08;45,08;Similar;Sim
CLORIDRATO DE TAPENTADOL;57,76;66,35;Novo;Não
FUROATO DE MOMETASONA;43,46;43,46;Similar;Sim
DIPIRONA;3,67;4,21;Similar;Sim
BROMETO DE IPRATRÓPIO;9,94;9,94;Genérico;Sim
CLORIDRATO DE AZELASTINA;20,45;23,49;Similar;Sim
TOXINA BOTULÍNICA A;1857,42;1857,42;Biológico;Sim
CLORIDRATO DE ONDANSETRONA;3675,90;3675,90;Genérico;Não
SUCCINATO DE METOPROLOL;13,90;13,90;Genérico;Sim
ALFADARBEPOETINA;194,71;223,67;Biológico;Não
PREDNISOLONA;201,10;201,10;Genérico;Não
PACLITAXEL;3909,63;3909,63;Similar;Sim
NITRATO DE MICONAZOL;15,45;17,75;Genérico;Sim
SUCCINATO SÓDICO DE HIDROCORTISONA;614,52;614,52;Similar;Sim
DICLOFENACO DIETILAMÔNIO;10,82;12,43;Genérico;Não
LORAZEPAM;11,18;11,18;Genérico;Sim
CARVEDILOL;28,66;28,66;Genérico;Sim
IMUNOGLOBULINA HUMANA ;7672,61;7672,61;Biológico;Não
"CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B;ACETATO DE FLUDROCORTISONA";9,81;11,27;Novo;Não
CLORIDRATO DE RANITIDINA;21,34;21,34;Genérico;Sim
ATORVASTATINA CÁLCICA;161,20;161,20;Similar;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;235,99;235,99;Genérico;Não
ACETATO DE MEDROXIPROGESTERONA;27,75;27,75;Similar;Não
METRONIDAZOL;13,01;13,01;Similar;Sim
ALFADARBEPOETINA;129,73;149,03;Biológico;Não
PARACETAMOL;;;Similar;Não
CETOROLACO TROMETAMINA;52,43;52,43;Genérico;Não
DABIGATRANA;37,18;37,18;Novo;Sim
IBUPROFENO;11,18;12,84;Similar;Não
DIMENIDRINATO;18,86;21,66;Novo;Não
ALFAEPOETINA;549,64;549,64;Similar;Não
BESILATO DE ANLODIPINO;39,22;39,22;Genérico;Sim
NITRATO DE BUTOCONAZOL;54,25;62,32;Novo;Sim
ACETILCISTEÍNA;18,88;21,69;Similar;Sim
CITALOPRAM;50,86;50,86;Genérico;Sim
FUROATO DE MOMETASONA;28,96;28,96;Genérico;Sim
RISPERIDONA;41,48;41,48;Genérico;Sim
NC/NI;26,19;30,09;Novo;Sim
DIPIRONA MONOIDRATADA;151,38;173,89;Novo;Sim
HEMITARTARATO DE ZOLPIDEM;36,73;36,73;Genérico;Sim
MELOXICAM;18,99;18,99;Genérico;Sim
AZITROMICINA;573,54;573,54;Genérico;Não
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;8544,89;8544,89;Biológico;Não
CLORIDRATO DE PROPRANOLOL;6,92;6,92;Novo;Não
OLANZAPINA;;;Genérico;Não
LAMOTRIGINA;43,84;43,84;Similar;Não
TIOGUANINA;222,18;222,18;Novo;Sim
CLORIDRATO DE BENZIDAMINA;10,84;12,46;Similar;Sim
PERMETRINA;20,69;23,76;Novo;Sim
ESPIRONOLACTONA;;;Genérico;Não
"PIPERACILINA;TAZOBACTAM";105,20;105,20;Genérico;Não
COLECALCIFEROL;42,98;49,37;Específico;Sim
ACETILCISTEÍNA;37,87;43,50;Genérico;Não
MINOXIDIL;60,20;69,15;Similar;Não
CLORIDRATO DE RANITIDINA;57,04;57,04;Novo;Não
AMOXICILINA TRI-HIDRATADA;82,04;82,04;Novo;Sim
CARMELOSE SÓDICA;11,41;13,11;Similar;Sim
NIFEDIPINO;194,30;194,30;Similar;Sim
IBUPROFENO;2,50;2,87;Novo;Não
ALOPURINOL;113,93;113,93;Genérico;Sim
ALBENDAZOL;5,10;5,10;Genérico;Sim
CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;135,37;135,37;Novo;Não
DICLOFENACO COLESTIRAMINA;12,22;12,22;Genérico;Sim
COLAGENASE;11,68;13,42;Biológico;Não
LAMOTRIGINA;58,41;58,41;Genérico;Não
"ÓLEO DE EUCALIPTO;LEVOMENTOL;CÂNFORA (2-BORNANONA)";0,00;0,00;Similar;Sim
FUROSEMIDA;115,82;115,82;Genérico;Sim
OLANZAPINA;431,08;431,08;Genérico;Sim
GINKGO BILOBA L.;148,25;170,30;Fitoterápico;Não
ALFAINTERFERONA 2B;;;Novo;Sim
CARBONATO DE LÍTIO;40,70;40,70;Similar;Sim
RIFAMICINA;448,17;448,17;Similar;Sim
CLORIDRATO DE CIPROFLOXACINO ;27,54;27,54;Genérico;Sim
CLORIDRATO DE IRINOTECANO;1753,63;1753,63;Similar;Não
ÁGUA PARA INJEÇÃO;734,98;734,98;Similar;Sim
BESILATO DE ANLODIPINO;101,51;101,51;Genérico;Sim
AMOXICILINA;28,27;28,27;Genérico;Não
"CLORIDRATO DE BENAZEPRIL;BESILATO DE ANLODIPINO";69,43;69,43;Similar;Sim
"PARACETAMOL;FOSFATO DE CODEÍNA";266,29;305,89;Similar;Não
CLORIDRATO DE BUPROPIONA;273,17;273,17;Novo;Sim
CETOCONAZOL;18,89;21,70;Similar;Sim
FINASTERIDA;86,49;99,35;Genérico;Não
BROMETO DE ROCURÔNIO;861,23;861,23;Genérico;Não
FULVESTRANTO;2380,16;2380,16;Genérico;Não
ACEBROFILINA;12,98;12,98;Genérico;Sim
"MAGALDRATO;DIMETICONA";23,17;26,62;Específico;Sim
"BETAMETASONA;MALEATO DE DEXCLORFENIRAMINA";21,92;25,18;Genérico;Sim
DANAZOL;150,92;150,92;Novo;Não
"MALEATO DE ENALAPRIL;BESILATO DE ANLODIPINO";87,81;87,81;Similar;Não
VACINA INFLUENZA TETRAVALENTE (INATIVADA, SUBUNITÁRIA);210,75;210,75;Biológico;Não
HEMIFUMARATO DE QUETIAPINA;32,35;32,35;Genérico;Não
"AZITROMICINA DI-HIDRATADA;AZITROMICINA";18,59;18,59;Similar;Sim
ACETILCISTEÍNA;18,51;21,27;Similar;Sim
CLORIDRATO DE CEFEPIMA;1011,93;1011,93;Genérico;Sim
"PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA";9,32;10,70;Novo;Sim
CLORIDRATO DE METFORMINA;20,42;20,42;Similar;Sim
MESILATO DE DABRAFENIBE;4421,03;5078,58;Novo;Não
MALEATO DE DEXCLORFENIRAMINA;400,28;459,81;Genérico;Não
SULFADIAZINA DE PRATA;15,06;15,06;Genérico;Sim
LEVOTIROXINA SÓDICA;11,87;11,87;Novo;Sim
BORTEZOMIBE;4441,76;4441,76;Novo;Sim
AZITROMICINA;35,52;35,52;Genérico;Não
LANSOPRAZOL;104,93;104,93;Genérico;Sim
CLORIDRATO DE CIPROFLOXACINO ;45,89;45,89;Genérico;Sim
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;;;Genérico;Não
POLISSULFATO DE MUCOPOLISSACARÍDEO;41,32;47,46;Novo;Sim
GLICLAZIDA;109,82;109,82;Similar;Não
ATENOLOL;135,10;135,10;Genérico;Sim
ENOXAPARINA SÓDICA;834,22;834,22;Biológico;Sim
PALIPERIDONA;309,37;309,37;Novo;Sim
IOPAMIDOL;1873,75;1873,75;Novo;Sim
ZIPRASIDONA;347,82;347,82;Novo;Sim
DEFERASIROX;3414,64;3414,64;Novo;Sim
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";21,10;21,10;Genérico;Sim
NICOTINA;54,46;60,48;Novo;Sim
CLORIDRATO DE TRAMADOL;168,02;168,02;Novo;Sim
TADALAFILA;28,00;28,00;Genérico;Sim
"CLOTRIMAZOL;ACETATO DE DEXAMETASONA";16,54;19,01;Genérico;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;43,60;43,60;Genérico;Sim
CABAZITAXEL;60634,64;60634,64;Genérico;Não
GINKGO BILOBA L.;297,05;341,23;Fitoterápico;Sim
FOSFATO DE TEDIZOLIDA;4363,18;5012,13;Novo;Não
CLORIDRATO DE PAROXETINA;94,22;94,22;Genérico;Sim
CLORETO DE SÓDIO;197,70;197,70;Específico;Sim
OLANZAPINA;;;Genérico;Não
CLORIDRATO DE GRANISETRONA;1500,48;1500,48;Genérico;Não
CARMELOSE SÓDICA;18,57;21,33;Específico;Sim
CLORIDRATO DE NEBIVOLOL;168,07;193,07;Genérico;Não
CLORIDRATO DE FEXOFENADINA;30,03;34,50;Similar;Não
OXCARBAZEPINA;257,18;257,18;Similar;Não
LEVONORGESTREL;20,47;20,47;Similar;Sim
"OMEPRAZOL;AMOXICILINA;CLARITROMICINA";227,72;227,72;Similar;Sim
"NISTATINA;ÓXIDO DE ZINCO";871,91;1001,59;Similar;Sim
ACEBROFILINA;16,80;16,80;Similar;Sim
GLIMEPIRIDA;36,90;36,90;Novo;Sim
CLORIDRATO DE DONEPEZILA;260,88;260,88;Similar;Sim
BARICITINIBE;1243,68;1428,66;Novo;Não
"CLIOQUINOL;SULFATO DE GENTAMICINA;TOLNAFTATO;VALERATO DE BETAMETASONA";18,89;21,70;Genérico;Sim
SINVASTATINA;18,71;18,71;Genérico;Sim
GLIMEPIRIDA;71,43;71,43;Novo;Sim
CLONAZEPAM;102,25;102,25;Genérico;Não
CELECOXIBE;40,93;40,93;Genérico;Não
TIMOMODULINA;55,20;55,20;Específico;Não
MANITOL;463,35;463,35;Similar;Sim
VACINA MENINGOGÓCICA CONJUGADA DO GRUPO C;;;Biológico;Não
